sub,session_type,n_pictures,estimated_duration_s,actual_duration_s,estimation_ratio,accuracy,variability_sd_s,n_trials
001,active,9,16.5,50.61326884999994,0.34148374307304075,0.75,6.519202405202648,4
001,active,12,23.125,72.02423805000012,0.34557316813628725,1.0,8.239892798655413,4
001,active,18,30.375,101.14055307499984,0.29721816250610134,0.75,10.578082687015325,4
001,constant,9,22.25,50.736792700000024,0.46736272326157985,1.0,7.33143914930759,4
001,constant,12,27.75,72.13498034999998,0.3845470110606967,1.0,15.013882464794596,4
001,constant,18,27.875,101.25577859999999,0.27318277942491676,1.0,8.644603326160587,4
001,passive,9,20.0,50.76177464999989,0.40997539918783293,0.5,8.134289561274953,4
001,passive,12,23.0,72.25979367499986,0.3332692277280617,0.75,7.153087911291645,4
001,passive,18,24.375,101.20915612500016,0.24692932011520824,0.75,4.327720724199595,4
002,active,9,16.625,46.46449430000007,0.36371780324958836,1.0,8.419966349893171,4
002,active,12,22.5,74.00871517500013,0.32725047675059854,1.0,9.548123724935003,4
002,active,18,24.0,109.35853604999966,0.23564410493568044,0.75,6.97614984548545,4
002,constant,9,42.125,46.57991804999983,0.9147230509531168,1.0,23.267914245443947,4
002,constant,12,105.0,74.13667697500023,1.4639907877940248,1.0,17.320508075688775,4
002,constant,18,112.5,109.47838382499981,1.0490553694983902,1.0,15.0,4
002,passive,9,20.625,46.554411749999645,0.45347383776093364,0.75,9.357483636106451,4
002,passive,12,27.5,74.18275527500032,0.40493866620832053,0.75,16.299284237863535,4
002,passive,18,23.25,109.62351960000001,0.23599026618817026,0.75,11.586630226256467,4
003,active,9,29.25,36.56222542500018,0.7805520794715457,1.0,12.203141671990318,4
003,active,12,47.5,58.89046015000076,0.808768482568716,0.75,5.000000000000001,4
003,active,18,77.5,90.99564307500077,0.860175437476439,0.75,18.929694486000916,4
003,constant,9,37.5,36.694100474999686,1.0088073127397594,1.0,12.583057392117917,4
003,constant,12,57.5,58.9940363249998,0.9772827635353356,1.0,5.000000000000001,4
003,constant,18,85.0,91.119148400001,0.9343256578897514,1.0,25.166114784235834,4
003,passive,9,32.5,36.89383010000074,0.8708208320354001,1.0,11.902380714238083,4
003,passive,12,55.0,59.11725162499988,0.9298873943735128,0.5,12.909944487358056,4
003,passive,18,77.5,91.23960829999942,0.842811029735924,0.75,17.07825127659933,4
004,active,9,40.75,80.38042094999969,0.507471507665213,1.0,2.9860788111948193,4
004,active,12,69.5,106.96533165000051,0.647134628706947,1.0,16.258331197676263,4
004,active,18,106.25,167.02317367499995,0.6320397019010581,1.0,24.281337140555777,4
004,constant,9,86.25,80.50304062499981,1.0631858738545539,1.0,22.86737122335374,4
004,constant,12,103.75,107.08021100000019,0.973844442520529,1.0,16.00781059358212,4
004,constant,18,118.0,167.1429721749996,0.7251116517246201,1.0,4.0,4
004,passive,9,42.5,80.4409910249999,0.5312323502078502,1.0,9.57427107756338,4
004,passive,12,72.5,107.31801207499961,0.6725320823164169,1.0,16.583123951777,4
004,passive,18,117.5,167.40084342499995,0.7231556512094087,1.0,2.886751345948129,4
005,active,9,34.125,41.5613886000001,0.7461798567415597,1.0,20.438423781365003,4
005,active,12,40.125,47.55318125000122,0.7843484941722962,1.0,25.85979827196389,4
005,active,18,39.625,91.02501159999974,0.4230686969337287,0.75,30.798741857420087,4
005,constant,9,30.375,41.65996389999964,0.7082443370863707,1.0,14.985409570645709,4
005,constant,12,34.375,47.65578057500079,0.6713675471414596,1.0,21.029245508735368,4
005,constant,18,68.25,91.13174832499953,0.757754744387829,1.0,19.910215133610855,4
005,passive,9,36.25,41.73013229999924,0.7877652056270283,1.0,21.635233609400508,4
005,passive,12,39.625,47.74740917500003,0.7644153873664259,1.0,23.767537384704653,4
005,passive,18,55.0,91.29789420000088,0.5379560462445524,1.0,37.62977544445356,4
006,active,9,10.125,24.727965175000463,0.41901261095522985,1.0,1.3149778198382915,4
006,active,12,11.875,28.398606149999978,0.41769604056704046,1.0,3.010398644698074,4
006,active,18,20.0,49.01211235000028,0.3982205996509232,0.75,9.486832980505138,4
006,constant,9,14.0,24.831411999998636,0.55815358967365,1.0,4.898979485566356,4
006,constant,12,14.75,28.488411375000396,0.5194403403797441,1.0,3.1754264805429417,4
006,constant,18,27.0,49.110379300001114,0.5497094930474292,1.0,5.597618541248889,4
006,passive,9,9.125,24.843476375000137,0.37561895573332854,0.5,1.3149778198382918,4
006,passive,12,12.375,28.617038125001272,0.44470176272838535,0.75,2.1360009363293826,4
006,passive,18,17.0,49.31144085000142,0.3551949225368851,0.75,1.8257418583505538,4
007,active,9,14.75,24.578752424999948,0.5762247654544769,0.75,7.33143914930759,4
007,active,12,31.5,40.13130109999997,0.7225436504218871,1.0,23.169664074676035,4
007,active,18,37.625,49.742274124999994,0.7556079481452522,1.0,10.274361294017258,4
007,constant,9,21.625,24.693740700000035,0.8962808079664663,1.0,9.231964399122576,4
007,constant,12,48.75,40.254806774999906,1.174646573224104,1.0,28.10249099279279,4
007,constant,18,42.25,49.85321222500011,0.8415392537587006,1.0,12.744279762570605,4
007,passive,9,19.125,24.648437150000518,0.7817400926977066,0.75,3.8160843806184377,4
007,passive,12,38.0,40.39174560000015,0.8161992239322802,1.0,36.23304201048172,4
007,passive,18,49.875,50.08254472500039,0.9848502251304236,1.0,13.91866253153178,4
008,active,9,10.0,22.13216069999908,0.4518311671214468,1.0,,1
008,active,12,14.0,33.156233699999575,0.4222433744035342,0.0,,1
008,active,18,18.0,51.36914460000117,0.3504049004545735,1.0,,1
008,constant,9,11.0,22.24219600000288,0.4945554836401305,1.0,,1
008,constant,12,20.0,33.26709530000153,0.601194658554968,1.0,,1
008,constant,18,30.0,51.4618761999991,0.5829558153575545,1.0,,1
008,passive,9,10.0,22.259747700001757,0.4492413900989189,1.0,,1
008,passive,12,12.5,33.29995659999986,0.3753758646039812,1.0,,1
008,passive,18,19.0,51.97785379999914,0.3655402947783949,0.0,,1
009,active,9,26.125,37.63425762500083,0.6789987213826486,1.0,12.25,4
009,active,12,30.0,51.30651887500062,0.5822998386073116,1.0,12.247448713915889,4
009,active,18,52.5,80.62666637500115,0.656536022505062,0.75,17.07825127659933,4
009,constant,9,25.0,37.731836724999994,0.6757699801962045,1.0,7.0710678118654755,4
009,constant,12,39.75,51.412250624999615,0.7347333303875822,1.0,21.608254595562936,4
009,constant,18,58.75,80.7286571249997,0.7248019900034995,1.0,20.155644370746373,4
009,passive,9,24.25,37.74010087499937,0.6325295450501852,1.0,10.275375094532235,4
009,passive,12,43.75,51.49965034999968,0.8117280426074205,1.0,21.360009363293827,4
009,passive,18,53.75,80.90389845000027,0.6304262399780791,1.0,26.88710967483613,4
010,active,9,34.0,60.38304797500018,0.5590033211091576,1.0,16.827556764624706,4
010,active,12,39.125,67.47185362499965,0.5270661870948393,1.0,30.752709907692147,4
010,active,18,49.75,121.32983292500035,0.4193113271050269,1.0,18.585388526115526,4
010,constant,9,41.5,60.49757645000045,0.7065257643121462,1.0,16.688319268278637,4
010,constant,12,43.5,67.58594822500004,0.6202341842116786,1.0,25.04329584273337,4
010,constant,18,52.0,121.45656217500004,0.39226022702732743,1.0,29.083213944358583,4
010,passive,9,47.375,60.49761612499992,0.7276779961372647,1.0,29.261393792276312,4
010,passive,12,41.375,67.7317067749998,0.5943944733266425,1.0,22.994111565065232,4
010,passive,18,48.0,121.45235982500003,0.37791545971106616,0.75,27.727844008024377,4
011,active,9,5.5,28.81539907500155,0.1911682959226485,1.0,0.5773502691896258,4
011,active,12,7.5,38.184514300000046,0.1969299100630413,1.0,1.2909944487358058,4
011,active,18,10.0,57.256139424999674,0.174727236615105,0.75,1.632993161855452,4
011,constant,9,5.75,28.913607049998973,0.19802618721082382,1.0,2.0615528128088303,4
011,constant,12,7.25,38.28676975000053,0.18999400389420876,1.0,2.217355782608345,4
011,constant,18,11.25,57.36205169999903,0.1971620884351961,1.0,2.9860788111948193,4
011,passive,9,5.0,28.942544524999903,0.1728106790643531,1.0,0.0,4
011,passive,12,6.25,38.41160190000028,0.16262932123391619,0.75,1.2583057392117918,4
011,passive,18,8.5,57.58267177499965,0.14757108023596516,1.0,0.5773502691896257,4
012,active,9,15.25,33.21856877499977,0.45911744405030536,1.0,2.0615528128088303,4
012,active,12,20.75,43.42154427500009,0.47843232580592854,1.0,2.98607881119482,4
012,active,18,22.0,57.66027144999998,0.38008399560019,0.5,3.5590260840104375,4
012,constant,9,15.625,33.324562625000226,0.465790654667519,1.0,3.300883720056393,4
012,constant,12,22.5,43.53174039999999,0.5157258464710759,1.0,3.3166247903554,4
012,constant,18,22.0,57.76268197499985,0.3832898659113694,1.0,3.559026084010437,4
012,passive,9,13.25,33.32510004999972,0.39743458636312,0.75,1.4999999999999998,4
012,passive,12,18.25,43.740868625000076,0.415123887807704,1.0,3.304037933599835,4
012,passive,18,25.0,58.00860492499987,0.43068091938198483,0.75,4.08248290463863,4
013,active,9,13.0,28.414936374999343,0.4589946804730298,1.0,2.449489742783178,4
013,active,12,20.5,36.603824650000206,0.5760096057514617,1.0,2.5166114784235827,4
013,active,18,24.75,53.81191264999961,0.4628984290043573,1.0,5.251983752196243,4
013,constant,9,21.25,28.508905450001294,0.7454892116700682,1.0,2.5,4
013,constant,12,27.0,36.706614450000416,0.7553299732429309,1.0,2.449489742783178,4
013,constant,18,35.0,53.91391992499939,0.6461038401499561,1.0,5.773502691896258,4
013,passive,9,15.5,28.5284300000003,0.5436954835070805,1.0,2.886751345948129,4
013,passive,12,18.5,36.76043537499936,0.5241942834052264,0.75,6.3508529610858835,4
013,passive,18,28.0,54.14778524999838,0.5191787020815493,1.0,1.6329931618554525,4
014,active,9,20.125,33.993690525000375,0.5976827961387723,1.0,3.5207716957129347,4
014,active,12,26.0,41.15708540000014,0.6383496594614213,1.0,3.7416573867739418,4
014,active,18,23.5,55.77568915000006,0.4209891763976301,1.0,4.43471156521669,4
014,constant,9,33.375,34.08826890000046,0.967096260195194,1.0,12.445715460885861,4
014,constant,12,30.25,41.268695774999514,0.7293418961316496,1.0,5.951190357119041,4
014,constant,18,51.25,55.8910268249997,0.9064494306602338,1.0,13.05437346894391,4
014,passive,9,21.75,34.15468167499989,0.6375510711232742,0.75,6.0621778264910695,4
014,passive,12,26.125,41.39746824999952,0.6264664045930027,1.0,5.662375826453062,4
014,passive,18,27.125,56.082657649999874,0.47511078894566716,0.5,10.93446386431452,4
017,active,9,29.5,36.53251002499928,0.8928170575793144,1.0,16.222412479858434,4
017,active,12,57.5,43.88005454999984,1.3198848831896008,1.0,29.734940165849782,4
017,active,18,52.75,67.46279032499933,0.8307949279176978,1.0,9.491224016602565,4
017,constant,9,41.625,36.627430799999274,1.1389372892947658,1.0,10.75774914499621,4
017,constant,12,43.0,43.98194339999918,1.038260516379075,1.0,13.910427743243556,4
017,constant,18,73.75,67.56918307499927,1.0436034436274713,1.0,38.61239006674757,4
017,passive,9,39.375,36.69863707499826,1.0765218621453068,1.0,8.528139695541265,4
017,passive,12,40.0,44.123959450002076,0.9577044930441847,1.0,13.42261772780059,4
017,passive,18,51.75,67.69453814999906,0.7701174294201324,1.0,12.237238250520416,4
018,active,9,41.625,66.10413779999999,0.6440686611491782,0.75,15.526187555224238,4
018,active,12,50.625,103.4460285749999,0.5456899173203266,1.0,20.221172897073338,4
018,active,18,85.875,194.0171148500001,0.48966777371088366,0.75,30.920260348192414,4
018,constant,9,53.125,66.21008207499995,0.7918279875733487,1.0,25.607209271349088,4
018,constant,12,66.5,103.55730897499984,0.6078757588545487,1.0,45.521057398380655,4
018,constant,18,93.875,194.10707105000006,0.5488244281464298,1.0,31.534042451505222,4
018,passive,9,28.75,66.22725377500046,0.43848190119246233,1.0,12.938959257477652,4
018,passive,12,59.875,103.59024415000022,0.5841614403295772,0.75,41.992806923726036,4
018,passive,18,84.5,194.29850895000027,0.45444135300840427,1.0,40.99390198553927,4
019,active,9,12.375,32.45566704999965,0.3726383575,0.75,5.662375826453062,4
019,active,12,13.5,38.271707049999804,0.32048915499999997,1.0,15.7797338380595,4
019,active,18,33.75,56.62632074999965,0.61753539,0.5,4.5,4
019,constant,9,24.125,32.56203030000029,0.770626595,1.0,7.2844011421667325,4
019,constant,12,23.125,38.38270877500008,0.614914105,1.0,8.00390529679106,4
019,constant,18,33.125,56.70768127500014,0.5773317675,0.75,19.409512272766328,4
019,passive,9,18.0,32.61985485000014,0.56526425,1.0,9.72111104761179,4
019,passive,12,25.5,38.50328024999999,0.6387694925,1.0,21.0,4
019,passive,18,33.75,57.036911274999966,0.5961463375,0.5,13.5,4
020,active,9,15.75,46.04798057500034,0.32196190841012956,1.0,9.03234926989282,4
020,active,12,28.75,63.66878854999982,0.4023634894161977,1.0,20.155644370746373,4
020,active,18,28.5,108.93295979999994,0.27210262982706807,1.0,12.871156384205214,4
020,constant,9,18.5,46.14628480000033,0.4165397186495699,1.0,3.415650255319866,4
020,constant,12,23.75,63.7623686500001,0.374842881811722,1.0,11.086778913041726,4
020,constant,18,40.75,109.02767987499988,0.36133883082994545,1.0,19.517086531208154,4
020,passive,9,15.25,46.209980524999764,0.32460167882963464,1.0,6.3966136874651625,4
020,passive,12,19.5,63.87502957499987,0.2999662851773024,0.75,9.746794344808963,4
020,passive,18,43.75,109.19817265000006,0.36991926230308586,1.0,24.958298553119896,4
021,active,9,16.125,40.53587255000093,0.40813209153126606,1.0,5.573374202401988,4
021,active,12,18.375,54.22032812500038,0.3471952725009859,0.75,6.209871174187111,4
021,active,18,26.125,84.51193919999969,0.329895147367048,1.0,8.872945771651413,4
021,constant,9,23.375,40.625929599999836,0.562587696430829,1.0,10.0943466025956,4
021,constant,12,30.375,54.32311049999953,0.5251005167235521,1.0,17.89494807666864,4
021,constant,18,41.75,84.61857077499917,0.4791255108318959,1.0,20.389948504103682,4
021,passive,9,19.125,40.742287049998595,0.47520516192452755,1.0,9.113863066779091,4
021,passive,12,22.5,54.44795544999943,0.4238588318982835,1.0,8.74642784226795,4
021,passive,18,30.125,84.82272462500168,0.36647867028632286,0.75,14.026017491314727,4
022,active,9,15.625,49.787909925000235,0.31278164696084443,1.0,3.3509948771471834,4
022,active,12,21.25,73.49581099999989,0.2960756055267221,1.0,4.5,4
022,active,18,26.75,111.42625594999981,0.24538438363545656,1.0,11.29527924990495,4
022,constant,9,16.25,49.91164180000044,0.32384514991189484,1.0,3.0138568866708537,4
022,constant,12,25.5,73.61991975000024,0.3541579023851745,1.0,8.103497187428813,4
022,constant,18,33.0,111.54144642499978,0.2958979829506544,1.0,11.51810169544733,4
022,passive,9,16.125,49.95277329999999,0.3203593756325448,1.0,4.47911821679223,4
022,passive,12,21.75,73.69030859999975,0.31071947595389215,1.0,5.188127472091127,4
022,passive,18,28.0,111.54123149999975,0.25223734885023363,1.0,8.524474568362947,4
024,active,9,9.75,32.12568572500027,0.3127439574735736,1.0,1.4433756729740645,4
024,active,12,14.0,46.055919424999956,0.33130236272314423,1.0,6.493586579592718,4
024,active,18,30.625,78.70341660000008,0.39724167490446094,1.0,10.857984773121268,4
024,constant,9,14.875,32.22014645000013,0.45553751667075193,1.0,5.1214418542698175,4
024,constant,12,39.625,46.163397825000175,0.7829002755745295,1.0,32.82624712025424,4
024,constant,18,58.125,78.81033952500002,0.6820294771749587,1.0,38.46941425773641,4
024,passive,9,12.75,32.303742824999745,0.3919813162959105,1.0,6.739188873051909,4
024,passive,12,18.375,46.25470327499988,0.39945028709959046,0.75,8.076457556792253,4
024,passive,18,44.75,78.98139472499997,0.5303724344898979,1.0,36.1881656530603,4
025,active,9,8.375,42.72933812499991,0.2103633230641286,1.0,2.0155644370746373,4
025,active,12,11.25,65.43620790000011,0.191415098407885,1.0,6.551081335677848,4
025,active,18,13.875,91.98790067499999,0.16092840696048172,0.75,6.6128032381635755,4
025,constant,9,12.625,42.839528474999724,0.30089139617975574,1.0,1.49303940559741,4
025,constant,12,16.125,65.53890682500014,0.24986910147992186,1.0,2.657536453183663,4
025,constant,18,19.75,92.0862599249997,0.22133248169668554,1.0,2.5980762113533156,4
025,passive,9,8.5,42.89784802499992,0.20678432330366964,1.0,0.408248290463863,4
025,passive,12,10.625,65.64707902500004,0.17074969620050945,1.0,3.010398644698074,4
025,passive,18,16.25,92.2653858000001,0.18226853616360839,1.0,0.8660254037844384,4
026,active,9,15.25,29.236926699999913,0.5386336284508283,1.0,2.327373340628157,4
026,active,12,20.125,38.20079197499979,0.5252913598701793,1.0,4.327720724199595,4
026,active,18,28.0,60.02856040000006,0.48588105128280046,0.75,7.153087911291645,4
026,constant,9,23.625,29.3474694250001,0.8217534532960005,1.0,5.153882032022076,4
026,constant,12,31.375,38.299410699999726,0.8189253156780991,1.0,6.046693311223913,4
026,constant,18,49.625,60.11834387499971,0.8279420412110199,1.0,11.153288005486694,4
026,passive,9,19.0,29.389067150000187,0.6650671755564858,1.0,4.898979485566356,4
026,passive,12,25.125,38.4281933499999,0.6497498808035018,1.0,9.058835465996719,4
026,passive,18,36.625,60.251752749999696,0.596133769999341,1.0,21.03320787072988,4
